1, seth faucette, green bay packers, RB, 379, 867, 45786536
31859, robert macias, jacksonville jaguars, QB, 139, 219, 4136978
31860, robert murphy, chicago bears, QB, 493, 502, 40869993
31861, vern hunt, atlanta falcons, QB, 315, 745, 6157476
31862, brian petersen, san francisco 49ers, WR, 266, 472, 48208055
31863, milton whitaker, baltimore ravens, QB, 315, 577, 28492004
31864, harold boey, new york jets, RB, 448, 672, 34635852
31865, william clifton, pittsburgh steelers, QB, 390, 871, 49068489
31866, jame roth, carolina panthers, RB, 398, 117, 34080218
31867, jacob todd, cincinnati bengals, RB, 29, 829, 13984988
31868, terry harris, miami dolphins, RB, 264, 607, 18795831
31869, mark orlowski, washington redskins, QB, 265, 801, 43663559
31870, marvin baker, new york jets, QB, 494, 419, 9505872
31871, theo mullins, miami dolphins, QB, 205, 274, 24390021
31872, paul griffin, tennessee titans, RB, 13, 940, 18505260
31873, james jarrett, cincinnati bengals, WR, 33, 451, 7814207
31874, ross watkins, arizona cardinals, QB, 25, 598, 23535324
31875, john peterson, new york jets, QB, 183, 315, 31252223
31876, lawrence craighead, new york jets, WR, 299, 521, 13604206
31877, james johnson, chicago bears, WR, 390, 77, 35568680
31878, terry lutz, cincinnati bengals, QB, 490, 267, 19478916
31879, gary edmonds, cleveland browns, QB, 346, 17, 29271651
31880, dennis wingerd, miami dolphins, QB, 117, 443, 39288088
31881, zachary tate, green bay packers, QB, 387, 664, 49099592
31882, william romero, chicago bears, WR, 251, 819, 22838449
31883, troy pealer, san francisco 49ers, RB, 444, 362, 14829794
31884, john washington, detroit lions, WR, 194, 880, 13987872
31885, bobby shaffer, new york jets, WR, 198, 185, 18125812
31886, mario cramer, cleveland browns, QB, 406, 460, 22718505
31887, john prince, houston texans, WR, 191, 18, 9927252
31888, richard sloan, new york jets, WR, 184, 786, 49203015
31889, john madina, minnesota vikings, WR, 63, 801, 40242220
31890, robert wildridge, new orleans saints, WR, 455, 731, 1764867
31891, robert mathis, cleveland browns, QB, 193, 127, 27590109
31892, gregory cardin, jacksonville jaguars, QB, 327, 370, 29597027
31893, ronald bertsch, new york giants, WR, 30, 383, 31441200
31894, randy washington, houston texans, QB, 171, 825, 13931108
31895, andre ress, san diego chargers, QB, 436, 830, 36815150
31896, jonathan zahner, san diego chargers, WR, 282, 636, 7189428
31897, richard carver, washington redskins, WR, 306, 399, 18649041
31898, sherman behn, chicago bears, WR, 343, 474, 19736696
31899, daniel kang, st louis rams, RB, 125, 354, 41086400
31900, eddie ordman, dallas cowboys, WR, 287, 867, 851115
31901, lawrence huff, houston texans, QB, 298, 126, 42796209
31902, aaron peterson, atlanta falcons, QB, 292, 292, 15224608
31903, thomas parkerson, philadelphia eagles, WR, 132, 647, 5283097
31904, edward rhoads, chicago bears, WR, 369, 16, 32508826
31905, scott davis, seattle seahawks, WR, 462, 505, 1611703
31906, terry delgado, washington redskins, QB, 453, 99, 44477204
31907, saul goodman, chicago bears, RB, 13, 827, 31984357
31908, joseph dryer, new york jets, WR, 155, 681, 16122822
31909, paul jones, cincinnati bengals, QB, 44, 97, 49046296
31910, joshua hoemann, minnesota vikings, RB, 377, 217, 32037688
31911, john charpia, philadelphia eagles, QB, 305, 473, 17091215
31912, andrew buker, pittsburgh steelers, WR, 496, 284, 11424363
31913, andrew carmichael, washington redskins, QB, 261, 386, 22299102
31914, kenneth wilks, minnesota vikings, RB, 147, 777, 1461124
31915, brian frasier, new york giants, WR, 12, 565, 2271021
31916, justin benson, indianapolis colts, WR, 306, 804, 34146706
31917, john brewington, san francisco 49ers, QB, 20, 786, 25860547
31918, jay lucas, san francisco 49ers, WR, 94, 634, 46147703
31919, rudy goldblatt, denver broncos, WR, 266, 176, 11682099
31920, christopher devine, san francisco 49ers, QB, 268, 698, 29180914
31921, bobby evans, jacksonville jaguars, WR, 253, 868, 36147831
31922, stephen pierce, new orleans saints, WR, 396, 756, 33453332
31923, marty vigna, chicago bears, RB, 458, 391, 33978323
31924, charles rothman, miami dolphins, RB, 35, 711, 13278334
31925, gabriel pagan, san francisco 49ers, QB, 60, 885, 8519163
31926, craig jones, tampa bay buccaneers, RB, 227, 531, 32676368
31927, ricky lynaugh, chicago bears, WR, 270, 430, 22794434
31928, david west, jacksonville jaguars, WR, 110, 111, 17657682
31929, david gillis, tennessee titans, QB, 270, 5, 33961026
31930, roy wathen, new york jets, WR, 324, 982, 15904180
31931, warren heyne, atlanta falcons, WR, 434, 566, 20734783
31932, justin bates, tennessee titans, WR, 397, 115, 44043283
31933, charles worley, new york jets, WR, 154, 241, 30337520
31934, leslie williamson, san diego chargers, QB, 384, 925, 35830821
31935, coy lewis, dallas cowboys, QB, 165, 496, 40792446
31936, robert thornley, atlanta falcons, RB, 187, 520, 42515306
31937, patrick rider, st louis rams, RB, 487, 408, 19690789
31938, vance rich, dallas cowboys, RB, 30, 106, 28012589
31939, john flores, detroit lions, RB, 476, 932, 41222639
31940, antone demetro, new orleans saints, WR, 61, 767, 13615694
31941, clifford rocha, detroit lions, WR, 499, 956, 15824090
31942, lowell toledo, oakland raiders, WR, 119, 583, 45134914
31943, justin baysinger, san diego chargers, RB, 305, 259, 31922245
31944, will engle, miami dolphins, RB, 425, 436, 34468626
31945, jeremy nash, pittsburgh steelers, RB, 366, 959, 28998648
31946, dane hanks, indianapolis colts, WR, 463, 456, 13426432
31947, jonathan hansford, new york giants, QB, 110, 717, 41072384
31948, duncan giles, buffalo bills, WR, 436, 223, 6672395
31949, richard vonstein, philadelphia eagles, RB, 129, 4, 21673954
31950, aubrey maxey, dallas cowboys, RB, 38, 255, 4530606
31951, david sloane, new england patriots, QB, 344, 316, 6691485
31952, carmelo romero, dallas cowboys, WR, 113, 8, 19701595
31953, james villanueva, minnesota vikings, RB, 35, 242, 20058703
31954, stephen ellis, st louis rams, RB, 489, 97, 25022737
31955, cameron burley, san diego chargers, QB, 23, 690, 27477406
31956, michael williamson, green bay packers, WR, 171, 709, 37441034
31957, cedric holland, new orleans saints, WR, 98, 859, 29046111
31958, lauren white, oakland raiders, QB, 95, 610, 32819025
31959, bob hollinger, green bay packers, WR, 80, 168, 28230453
31960, kenneth walker, new york jets, WR, 462, 3, 18032340
31961, walter sandifer, san diego chargers, RB, 134, 159, 5335213
31962, billy thomas, philadelphia eagles, RB, 407, 944, 46133405
31963, robert hawkins, detroit lions, WR, 394, 80, 17042402
31964, leonard stewart, indianapolis colts, QB, 467, 790, 5856630
31965, anthony murphy, san francisco 49ers, QB, 220, 361, 6015665
31966, jacob johnson, dallas cowboys, RB, 429, 606, 5247469
31967, timothy tederous, oakland raiders, WR, 326, 663, 25747507
31968, gary davis, seattle seahawks, WR, 110, 526, 32049058
31969, scott jackson, detroit lions, WR, 256, 123, 13301937
31970, richard ayala, washington redskins, WR, 184, 144, 35884679
31971, james davis, san francisco 49ers, QB, 355, 43, 3466358
31972, joseph newton, tampa bay buccaneers, QB, 117, 86, 7385779
31973, michael landry, new york giants, QB, 304, 865, 13482581
31974, jared scott, kansas city chiefs, RB, 107, 114, 41383698
31975, hugo trent, carolina panthers, RB, 464, 656, 10626618
31976, cornell walker, san diego chargers, WR, 323, 949, 26540794
31977, ray pitcher, dallas cowboys, QB, 87, 270, 3187102
31978, maurice thibault, houston texans, RB, 118, 458, 25028015
31979, larry simmons, detroit lions, RB, 474, 366, 34968268
31980, christopher dove, detroit lions, RB, 272, 649, 46178147
31981, robert begley, dallas cowboys, RB, 217, 103, 12428865
31982, shaun chamberlain, denver broncos, RB, 307, 648, 1656051
31983, james kling, oakland raiders, RB, 439, 847, 34785930
31984, william engel, new england patriots, RB, 408, 121, 23251132
31985, tommy miller, kansas city chiefs, QB, 484, 796, 45351083
31986, tom wismer, washington redskins, QB, 155, 815, 47116613
31987, johnathan lord, green bay packers, WR, 127, 178, 8080889
31988, jose brown, dallas cowboys, RB, 61, 416, 31786180
31989, matthew marshall, new orleans saints, QB, 259, 888, 28873703
31990, timothy almeida, seattle seahawks, WR, 418, 852, 48824798
31991, leroy bradley, pittsburgh steelers, QB, 67, 696, 1550726
31992, charles kauffman, indianapolis colts, WR, 74, 156, 39629390
31993, tommy keenan, cincinnati bengals, QB, 151, 483, 19452544
31994, robert lara, denver broncos, WR, 430, 424, 15740712
31995, jesse medina, minnesota vikings, WR, 20, 774, 45694873
31996, billy fuentes, san diego chargers, RB, 285, 521, 24242259
31997, robert jacobs, tennessee titans, WR, 478, 870, 34236368
31998, wayne austin, pittsburgh steelers, RB, 163, 833, 26344329
31999, george harris, san diego chargers, WR, 273, 320, 25812716
32000, steven cox, new york jets, RB, 9, 220, 48175440
32001, harlan reid, oakland raiders, WR, 480, 586, 44931636
32002, joseph broussard, miami dolphins, WR, 396, 404, 28238549
32003, samuel flowers, pittsburgh steelers, WR, 51, 463, 32962310
32004, joseph purcell, detroit lions, WR, 272, 724, 30121250
32005, roberto moreta, oakland raiders, WR, 137, 189, 13514968
32006, michael sheck, tampa bay buccaneers, WR, 267, 808, 40184414
32007, roy penix, oakland raiders, WR, 412, 437, 37569504
32008, dean badilla, cleveland browns, WR, 6, 260, 34963725
32009, donald saxton, green bay packers, WR, 92, 266, 17833040
32010, demarcus laster, carolina panthers, WR, 235, 784, 19979741
32011, billy patterson, philadelphia eagles, WR, 197, 667, 43712591
32012, stephen slater, new orleans saints, QB, 357, 584, 22967358
32013, john thomas, new england patriots, QB, 316, 540, 18226891
32014, william tomlin, tennessee titans, QB, 12, 255, 40114913
32015, jason glenn, cleveland browns, QB, 364, 558, 41702031
32016, mark pepper, minnesota vikings, WR, 395, 337, 49873282
32017, james hindman, detroit lions, RB, 212, 169, 25897918
32018, jerry vieira, detroit lions, QB, 318, 236, 30425595
32019, gerald smith, atlanta falcons, QB, 48, 771, 8550849
32020, rick olivera, new orleans saints, WR, 342, 299, 39289796
32021, travis vazquez, oakland raiders, RB, 125, 132, 47307878
32022, jose drumm, green bay packers, WR, 338, 870, 21330879
32023, gary grant, new orleans saints, RB, 476, 568, 2372022
32024, charles ingalls, tampa bay buccaneers, WR, 235, 429, 42202256
32025, michael yarber, st louis rams, QB, 319, 676, 24842695
32026, keith provencher, pittsburgh steelers, WR, 408, 125, 22673771
32027, max juarez, seattle seahawks, QB, 399, 787, 24453447
32028, michael ballance, pittsburgh steelers, WR, 312, 873, 41896843
32029, robert carder, new england patriots, RB, 374, 132, 29858330
32030, harold madison, atlanta falcons, QB, 252, 722, 46930143
32031, hector willey, san francisco 49ers, WR, 4, 562, 44047400
32032, andrew jones, st louis rams, RB, 463, 258, 47040688
32033, carl lindsey, arizona cardinals, RB, 21, 726, 36533726
32034, charles keniston, detroit lions, RB, 26, 329, 26032964
32035, scott miller, dallas cowboys, WR, 323, 44, 14659582
32036, stephen sanchez, chicago bears, WR, 93, 65, 46235398
32037, christopher bryant, minnesota vikings, RB, 176, 363, 13331108
32038, ronald gaiser, seattle seahawks, WR, 386, 57, 17920444
32039, paul sheth, new york giants, RB, 34, 76, 11639614
32040, ignacio barnes, new orleans saints, WR, 430, 232, 27853923
32041, lawrence palmer, washington redskins, WR, 392, 131, 32719278
32042, peter schmid, new york giants, WR, 480, 694, 20264675
32043, gary johnson, dallas cowboys, WR, 152, 704, 2906014
32044, rafael beachy, cleveland browns, RB, 418, 578, 12181439
32045, eddie jarmon, arizona cardinals, WR, 414, 373, 24264279
32046, joseph macki, dallas cowboys, QB, 258, 261, 14154962
32047, calvin revard, cincinnati bengals, RB, 282, 745, 36599667
32048, jarvis rivera, minnesota vikings, QB, 77, 27, 12201450
32049, micheal mccraken, denver broncos, QB, 444, 369, 3743878
32050, brett churchill, san francisco 49ers, WR, 308, 412, 19872757
32051, gene marshall, san diego chargers, RB, 184, 702, 12390399
32052, michael huh, arizona cardinals, QB, 205, 290, 18156886
32053, hilton gregory, buffalo bills, QB, 300, 227, 38900764
32054, charlie polich, carolina panthers, RB, 5, 791, 8533313
32055, milford gusman, tennessee titans, WR, 95, 304, 31705178
32056, michael rogers, san diego chargers, QB, 187, 185, 20507222
32057, ethan stapleton, denver broncos, QB, 44, 700, 21137452
32058, jeffrey stewart, oakland raiders, RB, 442, 695, 23697743
32059, clarence burford, tennessee titans, RB, 35, 448, 7579470
32060, todd prentice, green bay packers, RB, 339, 802, 37760989
32061, alan conner, tampa bay buccaneers, QB, 354, 621, 22601465
32062, christopher fisher, kansas city chiefs, RB, 460, 458, 3495113
32063, carlos gutierrez, denver broncos, WR, 498, 780, 43329727
32064, manuel bogan, cleveland browns, QB, 5, 511, 40500184
32065, william gallaher, tampa bay buccaneers, QB, 62, 813, 17586715
32066, jason house, jacksonville jaguars, WR, 30, 747, 17419965
32067, patrick cabral, san diego chargers, RB, 437, 910, 45085603
32068, kendrick fletcher, kansas city chiefs, RB, 59, 140, 28831442
32069, guadalupe wofford, san francisco 49ers, QB, 344, 32, 19626941
32070, richard woods, new orleans saints, QB, 443, 364, 6303647
32071, jorge wilson, pittsburgh steelers, WR, 56, 391, 22297236
32072, jeremy lee, tennessee titans, WR, 39, 546, 6974079
32073, stephen gadison, indianapolis colts, QB, 299, 162, 11133034
32074, william saylor, pittsburgh steelers, QB, 111, 841, 40427698
32075, clyde peltier, jacksonville jaguars, QB, 250, 899, 5937817
32076, william leonard, carolina panthers, QB, 54, 695, 49624217
32077, efren vargas, dallas cowboys, WR, 281, 215, 33480281
32078, kerry wade, oakland raiders, QB, 139, 849, 12235697
32079, kyle chambers, detroit lions, QB, 308, 92, 8846016
32080, billy mew, green bay packers, RB, 62, 566, 25013672
32081, craig mainor, new york jets, WR, 223, 639, 37862389
32082, david gilbert, tampa bay buccaneers, WR, 312, 147, 20833224
32083, ronald mccray, green bay packers, RB, 15, 420, 40085271
32084, glen starr, san francisco 49ers, WR, 120, 148, 43380329
32085, steven johnson, new orleans saints, WR, 65, 178, 20568206
32086, lester crown, washington redskins, WR, 7, 659, 28468865
32087, julian young, st louis rams, RB, 329, 269, 3250033
32088, brady moore, indianapolis colts, WR, 313, 837, 15882751
32089, timothy kenney, new york giants, QB, 153, 585, 21267046
32090, jeff keener, atlanta falcons, WR, 26, 928, 22993384
32091, jonathan garrett, oakland raiders, WR, 344, 836, 4505466
32092, james mcevoy, kansas city chiefs, WR, 442, 170, 5070593
32093, calvin hinson, buffalo bills, WR, 27, 942, 34864365
32094, otto dodson, new england patriots, WR, 222, 286, 18437324
32095, morris blagg, miami dolphins, RB, 112, 321, 48597864
32096, william mathews, baltimore ravens, RB, 229, 876, 44159358
32097, jerry brennan, detroit lions, WR, 331, 219, 39692107
32098, peter bement, chicago bears, QB, 499, 298, 22477043
32099, larry hadlock, arizona cardinals, WR, 168, 944, 48544368
32100, rick fenton, seattle seahawks, QB, 120, 236, 23951862
32101, edward spears, new york jets, RB, 473, 965, 20150828
32102, gregory buonocore, indianapolis colts, QB, 53, 659, 45341966
32103, matthew epson, carolina panthers, WR, 200, 110, 14306591
32104, richard engles, philadelphia eagles, RB, 482, 680, 10496903
