1, 2007-10-6, raymond james, W, 3403, 9346
12263, 2014-7-29, cleveland browns, L, 3314, 600
12264, 2012-7-20, paul brown, L, 676, 4534
12265, 2003-3-6, everbank, W, 1464, 8062
12266, 2013-11-10, university of phoenix, L, 4932, 5289
12267, 2006-5-14, paul brown, L, 1127, 4986
12268, 2002-7-5, oakland-alameda, W, 415, 4758
12269, 2001-7-19, gillette, T, 2866, 7946
12270, 2003-8-21, giants, T, 2141, 6535
12271, 2018-2-28, oakland-alameda, W, 572, 9757
12272, 2018-11-29, lincoln, W, 1315, 7843
12273, 2009-12-18, lp, W, 2141, 5508
12274, 2015-12-20, hubert metrodome, W, 362, 5061
12275, 2014-11-13, ralph wilson, L, 2657, 3239
12276, 2006-5-6, gillette, L, 112, 4891
12277, 2011-8-25, giants, W, 3448, 8159
12278, 2016-1-19, bank of america, W, 1072, 8787
12279, 2015-2-12, louisiana superdome, L, 3965, 2458
12280, 2014-7-14, gillette, L, 4666, 1316
12281, 2000-7-30, ford, T, 1169, 8257
12282, 2000-6-14, oakland-alameda, T, 3642, 9832
12283, 2008-2-27, oakland-alameda, T, 1598, 6913
12284, 2001-9-11, gillette, W, 3116, 9141
12285, 2006-1-15, paul brown, L, 3023, 2443
12286, 2009-5-7, georgia dome, T, 2815, 9566
12287, 2014-12-8, invesco, W, 601, 7389
12288, 2010-8-13, reliant, L, 3741, 6403
12289, 2001-8-12, hubert metrodome, L, 2346, 8051
12290, 2013-8-30, paul brown, L, 4647, 9065
12291, 2008-1-26, fedexfield, L, 4133, 814
12292, 2007-12-5, candlestick, T, 2999, 4688
12293, 2008-4-10, m&t bank, T, 247, 924
12294, 2014-5-27, heinz, W, 4961, 8131
12295, 2006-5-10, louisiana superdome, L, 4807, 1910
12296, 2002-11-1, fedexfield, W, 2391, 815
12297, 2001-11-19, invesco, L, 890, 2564
12298, 2005-3-9, lincoln, W, 4558, 739
12299, 2012-3-23, gillette, L, 3623, 8365
12300, 2016-7-30, qwest, W, 4636, 9884
12301, 2006-5-8, qwest, T, 1339, 8562
12302, 2004-9-25, everbank, T, 4012, 4377
12303, 2008-8-18, fedexfield, T, 2190, 4290
12304, 2014-3-10, oakland-alameda, W, 1129, 4802
12305, 2016-1-4, soldier field ii, T, 2937, 2878
12306, 2015-11-20, ralph wilson, T, 3568, 1639
12307, 2008-10-16, bank of america, W, 1383, 3419
12308, 2006-9-26, dallas cowboys, L, 393, 4686
12309, 2017-2-26, paul brown, T, 2060, 3911
12310, 2008-8-14, invesco, W, 4342, 8289
12311, 2002-2-20, soldier field ii, L, 4622, 2293
12312, 2001-7-2, paul brown, L, 4200, 9972
12313, 2006-8-11, ralph wilson, W, 217, 139
12314, 2003-5-19, gillette, L, 4058, 9155
12315, 2004-9-30, invesco, T, 4524, 4455
12316, 2010-4-7, edward jones, W, 3120, 1224
12317, 2013-4-18, m&t bank, W, 980, 3268
12318, 2006-9-3, lincoln, T, 3858, 1647
12319, 2002-10-3, giants, W, 4453, 6655
12320, 2006-3-2, georgia dome, L, 3483, 3228
12321, 2002-4-19, invesco, L, 1091, 773
12322, 2009-10-28, candlestick, T, 4747, 5508
12323, 2008-7-11, edward jones, T, 3555, 510
12324, 2001-11-8, gillette, W, 2656, 6413
12325, 2017-6-9, giants, W, 2562, 2426
12326, 2015-8-27, lp, W, 2558, 5868
12327, 2011-5-26, everbank, T, 4663, 3520
12328, 2017-5-17, lincoln, T, 3072, 4927
12329, 2009-2-15, heinz, W, 1645, 9613
12330, 2005-1-17, everbank, W, 1921, 3393
12331, 2000-6-12, qwest, L, 2591, 493
12332, 2013-7-15, lincoln, T, 2849, 9079
12333, 2005-7-24, fedexfield, L, 4455, 9197
12334, 2005-5-11, heinz, T, 2771, 277
12335, 2001-7-30, qwest, T, 3051, 3898
12336, 2002-4-1, giants, L, 3171, 7176
12337, 2001-10-11, heinz, L, 4220, 3874
12338, 2008-2-7, lambeau, T, 4888, 9941
12339, 2010-2-9, lucas oil, W, 1588, 2898
12340, 2004-9-27, bank of america, W, 1872, 1750
12341, 2013-11-24, soldier field ii, T, 932, 801
12342, 2012-9-19, soldier field ii, W, 4253, 380
12343, 2011-6-3, m&t bank, T, 963, 3554
12344, 2008-5-7, ford, T, 1683, 8839
12345, 2014-5-13, candlestick, L, 4099, 4337
12346, 2010-2-3, raymond james, W, 3209, 1440
12347, 2001-5-10, paul brown, W, 4194, 6277
12348, 2004-4-28, bank of america, L, 4012, 7725
12349, 2001-9-12, edward jones, L, 4153, 9138
12350, 2014-9-10, louisiana superdome, T, 797, 9231
12351, 2015-7-17, raymond james, W, 1430, 4996
12352, 2016-9-9, invesco, T, 1039, 9512
12353, 2003-5-23, ralph wilson, T, 4633, 8331
12354, 2017-5-17, candlestick, T, 1890, 2356
12355, 2004-4-8, paul brown, L, 1967, 3834
12356, 2017-1-17, m&t bank, T, 543, 5253
12357, 2018-1-16, heinz, L, 3319, 5093
12358, 2005-10-20, georgia dome, W, 1530, 1142
12359, 2009-6-4, soldier field ii, W, 334, 7082
12360, 2003-2-4, dolphin, T, 2741, 8477
12361, 2014-8-11, paul brown, T, 1144, 3391
12362, 2018-11-13, everbank, W, 2176, 7506
12363, 2001-6-4, giants, L, 315, 1981
12364, 2003-8-1, invesco, T, 3654, 8102
12365, 2016-3-20, m&t bank, L, 2064, 1437
12366, 2009-4-14, ralph wilson, T, 3431, 9279
12367, 2017-3-15, heinz, L, 964, 8598
12368, 2010-5-16, louisiana superdome, W, 2170, 7778
12369, 2004-2-7, lucas oil, L, 566, 9009
12370, 2008-3-26, hubert metrodome, L, 3112, 7399
12371, 2011-7-7, soldier field ii, W, 3521, 2689
12372, 2011-11-1, louisiana superdome, T, 3353, 1513
12373, 2009-7-13, cleveland browns, L, 4103, 8837
12374, 2007-8-13, oakland-alameda, L, 829, 4927
12375, 2016-10-17, lambeau, T, 1558, 836
12376, 2011-10-17, hubert metrodome, L, 4695, 2981
12377, 2010-3-26, qualcomm, W, 3359, 3130
12378, 2013-8-17, raymond james, L, 1302, 9375
12379, 2005-4-6, m&t bank, T, 3827, 517
12380, 2011-3-21, arrowhead, L, 2406, 6590
12381, 2002-12-8, lucas oil, L, 2755, 7126
12382, 2010-12-14, lambeau, T, 4411, 9005
12383, 2008-7-3, lincoln, T, 954, 1538
12384, 2007-9-7, georgia dome, L, 2768, 6013
12385, 2009-3-4, louisiana superdome, W, 1567, 3223
12386, 2008-10-16, university of phoenix, L, 3012, 7047
12387, 2018-1-9, heinz, W, 2487, 8104
12388, 2009-6-1, heinz, W, 1517, 7836
12389, 2016-10-9, dolphin, L, 3756, 4067
12390, 2014-2-8, arrowhead, L, 2903, 5483
12391, 2011-3-25, edward jones, L, 1664, 1236
12392, 2011-7-5, cleveland browns, T, 2882, 2176
12393, 2010-12-13, edward jones, T, 100, 8254
12394, 2009-12-24, ralph wilson, L, 1264, 6764
12395, 2007-7-22, qualcomm, L, 502, 4452
12396, 2018-10-10, qualcomm, T, 3403, 2905
12397, 2014-3-1, cleveland browns, T, 514, 4133
12398, 2009-5-1, lucas oil, T, 2389, 1032
12399, 2007-2-11, everbank, L, 1355, 5420
12400, 2018-1-17, heinz, W, 981, 471
12401, 2014-8-6, raymond james, W, 4495, 1366
12402, 2004-8-6, gillette, L, 3694, 9634
12403, 2000-4-25, bank of america, T, 4795, 188
12404, 2014-9-4, hubert metrodome, W, 639, 172
12405, 2018-7-2, hubert metrodome, T, 2701, 3999
12406, 2004-8-13, arrowhead, W, 2578, 8039
12407, 2002-11-18, everbank, W, 630, 1024
12408, 2002-2-23, arrowhead, W, 1521, 2059
12409, 2007-12-7, candlestick, T, 4828, 947
12410, 2006-8-24, ford, W, 2550, 708
12411, 2018-6-18, gillette, W, 4320, 5399
12412, 2018-1-8, dolphin, T, 1501, 660
12413, 2015-1-11, ford, L, 265, 4089
12414, 2004-12-20, dallas cowboys, L, 158, 4636
12415, 2012-3-16, bank of america, W, 1225, 2557
12416, 2001-12-13, invesco, L, 3179, 3597
12417, 2014-3-8, lucas oil, T, 390, 5394
12418, 2002-5-9, dolphin, L, 1578, 3937
12419, 2008-1-17, giants, T, 3596, 4170
12420, 2010-7-25, qwest, L, 1000, 665
12421, 2010-9-30, invesco, W, 900, 376
12422, 2007-6-29, arrowhead, T, 2485, 4413
12423, 2003-10-12, arrowhead, T, 3732, 747
12424, 2004-8-1, louisiana superdome, L, 3473, 6112
12425, 2000-4-24, lincoln, L, 4173, 730
12426, 2009-4-15, heinz, W, 561, 8347
12427, 2018-5-22, everbank, L, 3481, 3998
12428, 2005-6-16, paul brown, L, 4248, 1056
12429, 2014-6-14, soldier field ii, L, 2383, 5096
12430, 2006-6-1, dolphin, L, 483, 5949
12431, 2014-5-12, georgia dome, T, 211, 9585
12432, 2001-12-29, bank of america, W, 1737, 1459
12433, 2013-7-17, lp, W, 1029, 6541
12434, 2003-10-20, reliant, W, 2699, 5884
12435, 2011-1-24, fedexfield, T, 2071, 2709
12436, 2002-5-27, heinz, T, 3579, 3712
12437, 2016-3-8, giants, T, 178, 593
12438, 2007-12-30, qualcomm, T, 964, 5322
12439, 2007-5-14, university of phoenix, T, 3888, 3373
12440, 2014-3-21, m&t bank, L, 3015, 6093
12441, 2012-12-23, arrowhead, L, 419, 4487
12442, 2003-6-21, m&t bank, T, 3085, 5933
12443, 2003-3-9, giants, T, 4718, 132
12444, 2018-2-24, bank of america, L, 3921, 890
12445, 2005-3-1, fedexfield, T, 2093, 3345
12446, 2016-1-25, m&t bank, T, 4930, 7291
12447, 2008-3-24, qwest, T, 3188, 1398
12448, 2002-10-10, raymond james, T, 2770, 9550
12449, 2016-4-28, dallas cowboys, W, 2757, 416
12450, 2008-8-8, louisiana superdome, T, 3721, 4713
12451, 2006-11-10, louisiana superdome, W, 504, 6609
12452, 2010-9-2, dallas cowboys, W, 103, 7759
12453, 2016-12-2, lucas oil, L, 4137, 7746
12454, 2009-12-11, georgia dome, L, 4105, 6738
12455, 2012-1-8, soldier field ii, W, 4806, 9716
12456, 2000-8-12, lincoln, W, 2107, 694
12457, 2003-10-15, lambeau, T, 1587, 3698
12458, 2000-7-19, soldier field ii, T, 4718, 7800
12459, 2011-1-26, dolphin, T, 1810, 3355
12460, 2009-4-7, bank of america, L, 3492, 6313
12461, 2006-8-26, edward jones, T, 4757, 8378
12462, 2006-2-12, giants, W, 870, 6359
12463, 2009-5-14, lucas oil, W, 3071, 2181
12464, 2016-12-12, dallas cowboys, L, 2742, 6240
12465, 2003-7-4, arrowhead, W, 1965, 9833
12466, 2014-1-12, invesco, W, 1116, 8660
12467, 2009-8-4, qwest, L, 3955, 1452
12468, 2000-12-6, lucas oil, T, 513, 5084
12469, 2002-2-10, arrowhead, T, 2496, 4464
12470, 2008-2-25, giants, W, 2356, 6569
12471, 2014-3-17, hubert metrodome, L, 3110, 7262
12472, 2009-8-25, candlestick, W, 669, 8010
12473, 2001-12-1, lp, W, 831, 4558
12474, 2015-12-26, candlestick, L, 4948, 4993
12475, 2008-10-4, candlestick, L, 4681, 5950
12476, 2000-9-5, lincoln, W, 433, 4630
12477, 2002-11-26, qwest, W, 3270, 2076
12478, 2018-3-28, lincoln, L, 1407, 7875
12479, 2006-5-29, louisiana superdome, T, 4202, 8534
12480, 2009-9-26, arrowhead, T, 1360, 9355
12481, 2005-11-29, georgia dome, T, 471, 7535
12482, 2011-4-23, lucas oil, W, 3536, 3994
12483, 2001-6-13, lincoln, T, 3099, 8088
12484, 2002-6-15, giants, T, 4230, 9436
12485, 2001-10-10, lincoln, W, 2555, 9927
12486, 2015-5-13, lincoln, L, 3250, 2219
12487, 2010-9-29, bank of america, W, 4678, 1783
12488, 2004-2-30, dallas cowboys, T, 4725, 1792
12489, 2007-5-24, lincoln, T, 4643, 8650
12490, 2003-6-15, giants, L, 2885, 2964
12491, 2001-3-26, fedexfield, W, 4937, 4703
12492, 2000-3-11, paul brown, L, 4615, 674
12493, 2000-3-12, soldier field ii, L, 572, 6494
12494, 2004-9-30, lp, W, 4674, 7680
12495, 2001-6-5, lincoln, L, 2764, 9162
12496, 2011-9-3, university of phoenix, T, 794, 6793
12497, 2000-7-16, lp, T, 1617, 4852
12498, 2017-7-25, reliant, W, 1998, 767
12499, 2002-1-4, hubert metrodome, W, 1070, 2350
12500, 2016-3-24, lp, T, 4119, 3528
12501, 2016-2-15, dallas cowboys, L, 2142, 8159
12502, 2006-1-4, reliant, T, 2594, 6678
12503, 2016-3-19, edward jones, W, 4403, 3447
12504, 2017-10-7, ford, T, 3080, 1532
12505, 2013-5-9, raymond james, L, 3204, 8746
12506, 2001-8-3, dallas cowboys, W, 1297, 8170
12507, 2005-6-17, lincoln, L, 814, 1995
12508, 2004-1-26, candlestick, W, 3748, 9039
12509, 2011-5-24, dolphin, W, 3661, 7701
12510, 2000-11-13, fedexfield, L, 3854, 8412
12511, 2000-10-12, lincoln, T, 596, 3452
12512, 2003-4-2, arrowhead, L, 2456, 1047
12513, 2000-8-12, edward jones, T, 357, 2716
12514, 2015-5-30, qualcomm, T, 4499, 1148
12515, 2005-12-13, dallas cowboys, L, 1303, 1729
12516, 2003-2-9, giants, W, 2913, 7514
12517, 2011-5-17, georgia dome, W, 4819, 4433
12518, 2000-3-15, georgia dome, L, 4200, 8585
12519, 2012-4-6, lp, T, 1091, 2205
12520, 2000-2-14, m&t bank, T, 2489, 167
12521, 2010-2-3, candlestick, L, 1362, 3947
12522, 2013-12-25, cleveland browns, L, 593, 8740
12523, 2004-7-24, lp, W, 3785, 2333
12524, 2007-1-12, ralph wilson, T, 4094, 7882
12525, 2002-11-16, heinz, T, 691, 1919
12526, 2014-6-30, lp, T, 4817, 2302
12527, 2013-4-7, dallas cowboys, W, 3610, 8628
12528, 2003-9-4, m&t bank, W, 3518, 7431
12529, 2014-6-6, fedexfield, T, 1205, 4532
12530, 2004-12-20, candlestick, W, 2471, 2096
12531, 2008-8-5, gillette, L, 1400, 602
12532, 2016-11-25, raymond james, L, 1859, 4218
12533, 2012-3-23, lambeau, W, 330, 1560
12534, 2016-6-25, giants, L, 3343, 8921
12535, 2000-5-14, lucas oil, L, 615, 3147
12536, 2017-9-13, lucas oil, W, 4139, 326
12537, 2012-5-28, heinz, T, 4794, 7700
12538, 2005-12-24, lp, T, 1704, 4968
12539, 2003-10-23, candlestick, W, 3887, 8266
12540, 2010-12-17, lambeau, W, 2070, 3055
12541, 2017-6-29, cleveland browns, W, 556, 752
12542, 2016-6-21, m&t bank, W, 1937, 6859
12543, 2010-8-6, m&t bank, L, 4294, 8563
12544, 2015-4-17, everbank, T, 1295, 4478
12545, 2016-7-12, oakland-alameda, W, 3305, 2961
12546, 2003-4-8, heinz, L, 3342, 6875
12547, 2015-1-22, raymond james, W, 3402, 2586
12548, 2013-5-2, cleveland browns, T, 3177, 7603
12549, 2004-11-13, georgia dome, W, 1216, 4915
12550, 2018-2-30, gillette, W, 4621, 4764
12551, 2000-1-19, heinz, W, 573, 7889
12552, 2011-8-1, arrowhead, L, 4185, 3955
12553, 2007-4-22, dolphin, W, 2324, 6829
12554, 2000-5-10, paul brown, T, 4895, 9662
12555, 2004-8-16, raymond james, T, 1408, 4635
12556, 2007-9-13, hubert metrodome, L, 4247, 6407
12557, 2003-3-7, dolphin, L, 2693, 412
12558, 2013-5-14, invesco, L, 1273, 9550
12559, 2006-9-11, fedexfield, L, 4054, 5799
12560, 2018-2-24, invesco, T, 1407, 4579
12561, 2013-9-18, m&t bank, T, 658, 578
12562, 2004-6-30, university of phoenix, T, 266, 5435
12563, 2003-1-6, heinz, T, 3585, 4802
12564, 2004-11-8, cleveland browns, L, 3455, 1910
12565, 2005-10-24, everbank, W, 1884, 8606
12566, 2000-2-22, invesco, T, 3858, 3129
12567, 2018-4-2, bank of america, T, 2432, 7268
12568, 2001-1-5, hubert metrodome, W, 3426, 8027
12569, 2005-8-14, georgia dome, W, 2061, 4402
12570, 2006-9-5, soldier field ii, L, 2633, 6544
12571, 2002-9-10, cleveland browns, T, 1625, 6132
12572, 2016-12-30, giants, L, 2391, 3153
12573, 2011-11-1, reliant, L, 4278, 6752
12574, 2005-9-20, raymond james, W, 1917, 2845
12575, 2018-3-17, lincoln, W, 4046, 2843
12576, 2008-9-10, everbank, W, 1033, 5561
12577, 2004-12-26, dallas cowboys, T, 3301, 1749
12578, 2009-11-19, cleveland browns, T, 1995, 3920
12579, 2016-5-20, lambeau, L, 3169, 5347
12580, 2015-4-17, oakland-alameda, W, 3281, 2312
12581, 2014-9-9, fedexfield, T, 2187, 7263
12582, 2017-2-20, arrowhead, L, 2659, 8333
12583, 2018-8-23, raymond james, T, 1620, 7755
12584, 2012-10-23, lincoln, W, 4891, 1739
12585, 2001-4-11, gillette, T, 1115, 6075
12586, 2016-12-21, university of phoenix, T, 4395, 7139
12587, 2003-1-26, lincoln, T, 3672, 532
12588, 2010-7-21, qualcomm, W, 4367, 2950
12589, 2007-5-16, invesco, T, 3957, 1554
12590, 2014-8-9, giants, T, 371, 7302
12591, 2010-2-17, lincoln, W, 3727, 6536
12592, 2015-11-15, cleveland browns, W, 1214, 8659
12593, 2012-5-2, edward jones, T, 4130, 396
12594, 2005-12-15, hubert metrodome, W, 2618, 2995
12595, 2000-12-20, ralph wilson, W, 1350, 2523
12596, 2003-9-30, soldier field ii, W, 3905, 139
12597, 2007-3-7, candlestick, W, 2870, 2135
12598, 2008-11-19, bank of america, W, 655, 423
12599, 2009-10-23, qualcomm, W, 2051, 1671
12600, 2016-9-6, louisiana superdome, T, 4505, 8916
12601, 2011-4-18, reliant, L, 3171, 2744
12602, 2010-12-30, dallas cowboys, L, 2689, 4570
12603, 2000-7-24, lambeau, W, 1256, 846
12604, 2011-4-15, giants, W, 2613, 7835
12605, 2000-12-28, oakland-alameda, L, 4289, 4904
12606, 2008-3-3, raymond james, L, 4252, 5174
12607, 2000-5-20, arrowhead, L, 2197, 9600
12608, 2007-4-5, fedexfield, T, 3588, 2307
12609, 2004-12-7, heinz, W, 4212, 9540
12610, 2006-9-16, qualcomm, L, 1192, 5047
12611, 2003-8-9, hubert metrodome, L, 387, 9471
12612, 2015-3-28, arrowhead, L, 189, 4485
12613, 2018-11-29, ralph wilson, T, 2454, 9589
12614, 2013-10-30, hubert metrodome, T, 569, 4507
12615, 2001-1-13, fedexfield, T, 1846, 3793
12616, 2012-5-29, everbank, W, 2598, 4358
12617, 2007-4-23, arrowhead, L, 508, 1714
12618, 2002-12-27, louisiana superdome, W, 3187, 9945
12619, 2012-9-4, gillette, W, 3809, 568
12620, 2017-5-11, heinz, W, 1832, 9420
12621, 2013-8-7, gillette, L, 2836, 8409
12622, 2013-10-15, qualcomm, T, 2159, 7772
12623, 2012-11-28, raymond james, L, 3460, 8459
12624, 2005-2-14, giants, L, 1791, 4077
12625, 2002-3-14, raymond james, L, 3627, 7777
12626, 2013-6-16, edward jones, L, 519, 2858
12627, 2002-4-17, reliant, L, 2983, 4935
12628, 2011-11-22, cleveland browns, L, 3764, 8833
12629, 2006-1-10, lucas oil, L, 4057, 3486
12630, 2004-12-15, candlestick, L, 2157, 730
12631, 2012-5-22, raymond james, T, 3608, 5263
12632, 2005-4-5, hubert metrodome, T, 377, 634
12633, 2018-9-12, heinz, W, 850, 8755
12634, 2015-8-26, ralph wilson, T, 4525, 9617
12635, 2013-6-21, ford, T, 420, 4748
12636, 2001-6-18, reliant, T, 4773, 8706
12637, 2018-3-29, m&t bank, W, 4980, 3194
12638, 2003-8-22, raymond james, W, 297, 4109
12639, 2001-1-14, gillette, L, 3529, 5017
12640, 2001-8-7, cleveland browns, T, 881, 4278
12641, 2018-4-22, reliant, L, 4449, 2340
12642, 2011-3-10, gillette, T, 2360, 9921
12643, 2005-1-1, raymond james, L, 2385, 3133
12644, 2007-2-9, university of phoenix, L, 3167, 2099
12645, 2009-1-9, reliant, W, 1373, 3036
12646, 2009-10-21, louisiana superdome, T, 2330, 268
12647, 2007-7-27, gillette, L, 2432, 1670
12648, 2000-2-20, gillette, L, 2624, 3312
12649, 2000-7-2, gillette, T, 2934, 9943
12650, 2010-12-24, giants, T, 1503, 1128
12651, 2008-8-22, qualcomm, W, 2041, 8497
12652, 2010-5-21, gillette, T, 2465, 8001
12653, 2017-5-7, university of phoenix, T, 1138, 8054
12654, 2013-7-9, lambeau, L, 375, 9259
12655, 2003-5-24, louisiana superdome, T, 2391, 9402
12656, 2016-7-5, gillette, W, 3576, 7130
12657, 2012-5-23, bank of america, W, 1707, 3450
12658, 2007-2-14, gillette, T, 4834, 6442
12659, 2006-1-21, georgia dome, L, 4568, 6389
12660, 2015-9-19, raymond james, L, 4929, 987
12661, 2014-10-27, paul brown, L, 444, 1690
12662, 2004-1-26, paul brown, T, 2183, 6624
12663, 2008-2-27, soldier field ii, T, 1818, 5822
12664, 2005-2-14, paul brown, W, 3112, 6434
12665, 2008-11-26, paul brown, T, 3742, 8491
12666, 2007-6-26, lp, W, 507, 7343
12667, 2012-9-1, invesco, T, 778, 5552
12668, 2001-9-24, paul brown, T, 3664, 684
12669, 2007-9-13, georgia dome, T, 515, 3640
12670, 2007-3-29, lincoln, T, 2590, 8758
12671, 2011-1-26, georgia dome, T, 744, 3438
12672, 2002-12-6, lucas oil, T, 1023, 1842
12673, 2018-10-15, soldier field ii, L, 3023, 7396
12674, 2014-7-5, candlestick, T, 789, 7881
12675, 2016-11-14, hubert metrodome, W, 640, 2744
12676, 2009-4-15, oakland-alameda, T, 4168, 3796
12677, 2005-2-29, heinz, L, 3153, 1384
12678, 2016-11-27, soldier field ii, W, 2426, 9981
12679, 2003-1-24, cleveland browns, W, 457, 3673
12680, 2006-6-11, lincoln, W, 4095, 8798
12681, 2011-9-23, qualcomm, L, 2550, 3211
12682, 2017-5-6, qwest, W, 1367, 2050
12683, 2002-9-12, m&t bank, T, 3398, 9997
12684, 2014-7-14, ford, T, 2793, 563
12685, 2018-7-3, lucas oil, T, 2721, 6044
12686, 2016-2-2, lucas oil, W, 3196, 6550
12687, 2009-12-3, qwest, W, 939, 9089
12688, 2007-2-24, soldier field ii, T, 2433, 1693
12689, 2002-1-24, m&t bank, W, 129, 5112
12690, 2013-1-28, invesco, L, 2059, 1021
12691, 2000-9-3, giants, L, 4252, 3663
12692, 2003-11-18, hubert metrodome, T, 2990, 9858
12693, 2015-12-5, everbank, T, 1938, 8789
12694, 2003-6-4, hubert metrodome, W, 670, 2449
12695, 2005-12-19, qualcomm, L, 3857, 9200
12696, 2005-9-23, qualcomm, T, 3213, 839
12697, 2017-3-4, qualcomm, L, 3604, 5607
12698, 2013-1-29, georgia dome, T, 326, 3190
12699, 2006-11-10, qwest, L, 1788, 4329
12700, 2001-9-28, everbank, L, 863, 6299
12701, 2012-1-22, edward jones, L, 3318, 2490
12702, 2006-1-13, paul brown, T, 232, 7396
12703, 2001-2-25, gillette, W, 3391, 6309
12704, 2014-3-17, lp, L, 2290, 154
12705, 2018-5-22, ford, W, 378, 5358
12706, 2008-2-24, qualcomm, W, 2978, 9161
12707, 2018-4-24, gillette, W, 4064, 8187
12708, 2000-12-29, giants, L, 3069, 1539
12709, 2006-10-20, lincoln, L, 1252, 7897
12710, 2002-3-16, lucas oil, L, 4353, 2211
12711, 2016-1-11, m&t bank, L, 3822, 4895
12712, 2002-3-25, arrowhead, W, 2479, 8022
12713, 2004-7-3, oakland-alameda, L, 145, 2867
12714, 2013-1-5, qualcomm, L, 4000, 1490
12715, 2001-3-1, university of phoenix, T, 4131, 2923
12716, 2017-7-24, qualcomm, T, 1837, 5158
12717, 2006-6-11, gillette, T, 2030, 2307
12718, 2017-5-13, ford, L, 149, 5254
12719, 2000-1-16, ford, T, 2443, 7256
12720, 2003-8-30, edward jones, W, 1187, 4301
12721, 2011-11-14, ralph wilson, L, 3783, 3762
12722, 2006-1-29, lucas oil, L, 1856, 174
12723, 2011-1-18, reliant, T, 3986, 7815
12724, 2014-9-4, lincoln, T, 4227, 8796
12725, 2014-11-23, paul brown, W, 3763, 479
12726, 2013-1-4, paul brown, W, 4156, 2760
12727, 2008-7-19, lambeau, W, 394, 6788
12728, 2004-8-3, gillette, W, 2079, 6966
12729, 2006-9-4, candlestick, W, 3775, 6057
12730, 2002-3-15, qualcomm, T, 4689, 5629
12731, 2005-3-27, raymond james, W, 3212, 5702
12732, 2012-12-20, raymond james, L, 4569, 1510
